koahao,college,major,subject1,subject1_score,subject2,subject2_score,subject3,subject3_score,subject4,subject4_score,net_score,total_score
103581210008766,225软件学院,085400电子信息,101思想政治理论,75,204英语二,70,302数学二,139,408计算机学科专业基础综合,124,333,408
103581210009268,225软件学院,085400电子信息,101思想政治理论,75,204英语二,77,302数学二,124,408计算机学科专业基础综合,121,322,397
103581210010311,225软件学院,085400电子信息,101思想政治理论,74,204英语二,80,302数学二,103,408计算机学科专业基础综合,116,299,373
103581210011088,225软件学院,085400电子信息,101思想政治理论,72,204英语二,85,302数学二,148,408计算机学科专业基础综合,122,355,427
103581210011916,225软件学院,085400电子信息,101思想政治理论,78,204英语二,56,302数学二,118,408计算机学科专业基础综合,109,283,361
103581210012164,225软件学院,085400电子信息,101思想政治理论,76,204英语二,85,302数学二,109,408计算机学科专业基础综合,121,315,391
103581210010513,225软件学院,085400电子信息,101思想政治理论,72,204英语二,75,302数学二,144,408计算机学科专业基础综合,128,347,419
103581210011494,225软件学院,085400电子信息,101思想政治理论,62,204英语二,84,302数学二,133,408计算机学科专业基础综合,116,333,395
103581210009317,225软件学院,085400电子信息,101思想政治理论,68,204英语二,78,302数学二,124,408计算机学科专业基础综合,110,312,380
103581210009975,225软件学院,085400电子信息,101思想政治理论,80,204英语二,73,302数学二,132,408计算机学科专业基础综合,120,325,405
103581210008809,225软件学院,085400电子信息,101思想政治理论,72,204英语二,73,302数学二,121,408计算机学科专业基础综合,122,316,388
103581210011245,225软件学院,085400电子信息,101思想政治理论,71,204英语二,78,302数学二,144,408计算机学科专业基础综合,110,332,403
103581210008300,225软件学院,085400电子信息,101思想政治理论,71,204英语二,64,302数学二,139,408计算机学科专业基础综合,103,306,377
103581210010418,225软件学院,085400电子信息,101思想政治理论,73,204英语二,74,302数学二,130,408计算机学科专业基础综合,113,317,390
103581210011750,225软件学院,085400电子信息,101思想政治理论,67,204英语二,73,302数学二,129,408计算机学科专业基础综合,111,313,380
103581210011126,225软件学院,085400电子信息,101思想政治理论,76,204英语二,87,302数学二,142,408计算机学科专业基础综合,120,349,425
103581210011403,225软件学院,085400电子信息,101思想政治理论,63,204英语二,85,302数学二,113,408计算机学科专业基础综合,115,313,376
103581210011163,225软件学院,085400电子信息,101思想政治理论,71,204英语二,82,302数学二,135,408计算机学科专业基础综合,116,333,404
103581210008862,225软件学院,085400电子信息,101思想政治理论,69,204英语二,78,302数学二,128,408计算机学科专业基础综合,111,317,386
103581210011662,225软件学院,085400电子信息,101思想政治理论,71,204英语二,75,302数学二,137,408计算机学科专业基础综合,110,322,393
103581210011691,225软件学院,085400电子信息,101思想政治理论,68,204英语二,80,302数学二,106,408计算机学科专业基础综合,121,307,375
103581210011856,225软件学院,085400电子信息,101思想政治理论,73,204英语二,79,302数学二,125,408计算机学科专业基础综合,114,318,391
103581210000758,218先进技术研究院,085400电子信息,101思想政治理论,78,201英语一,79,301数学一,110,408计算机学科专业基础综合,113,302,380
103581210008969,225软件学院,085400电子信息,101思想政治理论,72,204英语二,75,302数学二,139,408计算机学科专业基础综合,108,322,394
103581210010810,225软件学院,085400电子信息,101思想政治理论,78,204英语二,81,302数学二,148,408计算机学科专业基础综合,106,335,413
103581210010147,225软件学院,085400电子信息,101思想政治理论,76,204英语二,77,302数学二,139,408计算机学科专业基础综合,107,323,399
103581210012139,225软件学院,085400电子信息,101思想政治理论,79,204英语二,63,302数学二,114,408计算机学科专业基础综合,104,281,360
103581210010798,225软件学院,085400电子信息,101思想政治理论,55,204英语二,83,302数学二,103,408计算机学科专业基础综合,113,299,354
103581210010620,225软件学院,085400电子信息,101思想政治理论,78,204英语二,72,302数学二,114,408计算机学科专业基础综合,103,289,367
103581210010209,225软件学院,085400电子信息,101思想政治理论,78,204英语二,59,302数学二,109,408计算机学科专业基础综合,118,286,364
103581210009016,225软件学院,085400电子信息,101思想政治理论,65,204英语二,82,302数学二,128,408计算机学科专业基础综合,107,317,382
103581210010522,225软件学院,085400电子信息,101思想政治理论,43,204英语二,36,302数学二,19,408计算机学科专业基础综合,46,101,144
103581210012214,225软件学院,085400电子信息,101思想政治理论,72,204英语二,87,302数学二,132,408计算机学科专业基础综合,106,325,397
103581210010140,225软件学院,085400电子信息,101思想政治理论,78,204英语二,70,302数学二,113,408计算机学科专业基础综合,132,315,393
103581210010250,225软件学院,085400电子信息,101思想政治理论,65,204英语二,55,302数学二,76,408计算机学科专业基础综合,111,242,307
103581210008855,225软件学院,085400电子信息,101思想政治理论,82,204英语二,82,302数学二,122,408计算机学科专业基础综合,101,305,387
103581210009828,225软件学院,085400电子信息,101思想政治理论,72,204英语二,79,302数学二,116,408计算机学科专业基础综合,106,301,373
103581210011060,225软件学院,085400电子信息,101思想政治理论,75,204英语二,70,302数学二,135,408计算机学科专业基础综合,118,323,398
103581210008211,225软件学院,085400电子信息,101思想政治理论,76,204英语二,84,302数学二,113,408计算机学科专业基础综合,118,315,391
103581210009823,225软件学院,085400电子信息,101思想政治理论,65,204英语二,65,302数学二,134,408计算机学科专业基础综合,115,314,379
103581210008828,225软件学院,085400电子信息,101思想政治理论,76,204英语二,75,302数学二,150,408计算机学科专业基础综合,123,348,424
103581210011957,225软件学院,085400电子信息,101思想政治理论,72,204英语二,79,302数学二,136,408计算机学科专业基础综合,110,325,397
103581210008404,225软件学院,085400电子信息,101思想政治理论,68,204英语二,82,302数学二,129,408计算机学科专业基础综合,121,332,400
103581210010561,225软件学院,085400电子信息,101思想政治理论,65,204英语二,61,302数学二,122,408计算机学科专业基础综合,110,293,358
103581210009608,225软件学院,085400电子信息,101思想政治理论,68,204英语二,75,302数学二,122,408计算机学科专业基础综合,94,291,359
103581210011055,225软件学院,085400电子信息,101思想政治理论,72,204英语二,74,302数学二,135,408计算机学科专业基础综合,118,327,399
103581210009280,225软件学院,085400电子信息,101思想政治理论,79,204英语二,79,302数学二,106,408计算机学科专业基础综合,116,301,380
103581210012098,225软件学院,085400电子信息,101思想政治理论,73,204英语二,76,302数学二,144,408计算机学科专业基础综合,119,339,412
103581210009936,225软件学院,085400电子信息,101思想政治理论,71,204英语二,73,302数学二,128,408计算机学科专业基础综合,107,308,379
103581210008773,225软件学院,085400电子信息,101思想政治理论,71,204英语二,86,302数学二,149,408计算机学科专业基础综合,128,363,434
103581210011527,225软件学院,085400电子信息,101思想政治理论,72,204英语二,80,302数学二,117,408计算机学科专业基础综合,108,305,377
103581210008156,225软件学院,085400电子信息,101思想政治理论,76,204英语二,82,302数学二,134,408计算机学科专业基础综合,138,354,430
103581210010784,225软件学院,085400电子信息,101思想政治理论,71,204英语二,64,302数学二,119,408计算机学科专业基础综合,93,276,347
103581210009151,225软件学院,085400电子信息,101思想政治理论,70,204英语二,68,302数学二,133,408计算机学科专业基础综合,118,319,389
103581210010410,225软件学院,085400电子信息,101思想政治理论,73,204英语二,75,302数学二,149,408计算机学科专业基础综合,125,349,422
103581210008266,225软件学院,085400电子信息,101思想政治理论,72,204英语二,78,302数学二,123,408计算机学科专业基础综合,110,311,383
103581210011477,225软件学院,085400电子信息,101思想政治理论,81,204英语二,62,302数学二,124,408计算机学科专业基础综合,120,306,387
103581210009074,225软件学院,085400电子信息,101思想政治理论,61,204英语二,75,302数学二,130,408计算机学科专业基础综合,120,325,386
103581210010966,225软件学院,085400电子信息,101思想政治理论,76,204英语二,75,302数学二,139,408计算机学科专业基础综合,97,311,387
103581210010312,225软件学院,085400电子信息,101思想政治理论,75,204英语二,75,302数学二,129,408计算机学科专业基础综合,121,325,400
103581210012041,225软件学院,085400电子信息,101思想政治理论,69,204英语二,74,302数学二,137,408计算机学科专业基础综合,119,330,399
103581210008867,225软件学院,085400电子信息,101思想政治理论,70,204英语二,73,302数学二,99,408计算机学科专业基础综合,109,281,351
103581210011418,225软件学院,085400电子信息,101思想政治理论,70,204英语二,79,302数学二,109,408计算机学科专业基础综合,113,301,371
103581210010968,225软件学院,085400电子信息,101思想政治理论,70,204英语二,86,302数学二,109,408计算机学科专业基础综合,118,313,383
103581210008897,225软件学院,085400电子信息,101思想政治理论,80,204英语二,91,302数学二,140,408计算机学科专业基础综合,126,357,437
103581210009302,225软件学院,085400电子信息,101思想政治理论,61,204英语二,84,302数学二,129,408计算机学科专业基础综合,101,314,375
103581210010115,225软件学院,085400电子信息,101思想政治理论,76,204英语二,81,302数学二,130,408计算机学科专业基础综合,115,326,402
103581210010581,225软件学院,085400电子信息,101思想政治理论,76,204英语二,86,302数学二,142,408计算机学科专业基础综合,121,349,425
103581210010344,225软件学院,085400电子信息,101思想政治理论,65,204英语二,66,302数学二,111,408计算机学科专业基础综合,113,290,355
103581210009664,225软件学院,085400电子信息,101思想政治理论,57,204英语二,64,302数学二,117,408计算机学科专业基础综合,115,296,353
103581210010748,225软件学院,085400电子信息,101思想政治理论,78,204英语二,74,302数学二,142,408计算机学科专业基础综合,116,332,410
103581210011464,225软件学院,085400电子信息,101思想政治理论,84,204英语二,81,302数学二,150,408计算机学科专业基础综合,118,349,433
103581210011368,225软件学院,085400电子信息,101思想政治理论,69,204英语二,73,302数学二,128,408计算机学科专业基础综合,93,294,363
103581210008838,225软件学院,085400电子信息,101思想政治理论,80,204英语二,88,302数学二,149,408计算机学科专业基础综合,131,368,448
103581210012227,225软件学院,085400电子信息,101思想政治理论,77,204英语二,80,302数学二,130,408计算机学科专业基础综合,97,307,384
103581210011540,225软件学院,085400电子信息,101思想政治理论,77,204英语二,77,302数学二,123,408计算机学科专业基础综合,112,312,389
103581210010905,225软件学院,085400电子信息,101思想政治理论,70,204英语二,84,302数学二,128,408计算机学科专业基础综合,114,326,396
103581210008402,225软件学院,085400电子信息,101思想政治理论,66,204英语二,67,302数学二,133,408计算机学科专业基础综合,119,319,385
103581210011543,225软件学院,085400电子信息,101思想政治理论,77,204英语二,79,302数学二,137,408计算机学科专业基础综合,130,346,423
103581210010136,225软件学院,085400电子信息,101思想政治理论,63,204英语二,62,302数学二,0,408计算机学科专业基础综合,0,62,125
103581210012257,225软件学院,085400电子信息,101思想政治理论,63,204英语二,70,302数学二,133,408计算机学科专业基础综合,119,322,385
103581210011610,225软件学院,085400电子信息,101思想政治理论,66,204英语二,81,302数学二,119,408计算机学科专业基础综合,115,315,381
103581210008772,225软件学院,085400电子信息,101思想政治理论,71,204英语二,92,302数学二,119,408计算机学科专业基础综合,114,325,396
103581210011329,225软件学院,085400电子信息,101思想政治理论,68,204英语二,73,302数学二,129,408计算机学科专业基础综合,110,312,380
103581210008166,225软件学院,085400电子信息,101思想政治理论,71,204英语二,79,302数学二,126,408计算机学科专业基础综合,108,313,384
103581210011137,225软件学院,085400电子信息,101思想政治理论,72,204英语二,80,302数学二,128,408计算机学科专业基础综合,114,322,394
103581210010754,225软件学院,085400电子信息,101思想政治理论,70,204英语二,76,302数学二,144,408计算机学科专业基础综合,100,320,390
103581210008269,225软件学院,085400电子信息,101思想政治理论,75,204英语二,85,302数学二,144,408计算机学科专业基础综合,94,323,398
103581210010551,225软件学院,085400电子信息,101思想政治理论,58,204英语二,80,302数学二,136,408计算机学科专业基础综合,93,309,367
103581210010783,218先进技术研究院,085400电子信息,101思想政治理论,58,204英语二,66,302数学二,110,408计算机学科专业基础综合,119,295,353
103581210012024,225软件学院,085400电子信息,101思想政治理论,76,204英语二,80,302数学二,122,408计算机学科专业基础综合,100,302,378
103581210009168,225软件学院,085400电子信息,101思想政治理论,72,204英语二,77,302数学二,121,408计算机学科专业基础综合,111,309,381
103581210011397,225软件学院,085400电子信息,101思想政治理论,66,204英语二,77,302数学二,122,408计算机学科专业基础综合,130,329,395
103581210008163,225软件学院,085400电子信息,101思想政治理论,76,204英语二,81,302数学二,136,408计算机学科专业基础综合,119,336,412
103581210011634,225软件学院,085400电子信息,101思想政治理论,73,204英语二,83,302数学二,122,408计算机学科专业基础综合,110,315,388
103581210009139,225软件学院,085400电子信息,101思想政治理论,76,204英语二,81,302数学二,108,408计算机学科专业基础综合,108,297,373
103581210009714,225软件学院,085400电子信息,101思想政治理论,75,204英语二,74,302数学二,136,408计算机学科专业基础综合,108,318,393
103581210010400,225软件学院,085400电子信息,101思想政治理论,68,204英语二,78,302数学二,111,408计算机学科专业基础综合,93,282,350
103581210010817,225软件学院,085400电子信息,101思想政治理论,68,204英语二,77,302数学二,128,408计算机学科专业基础综合,128,333,401
103581210010651,218先进技术研究院,085400电子信息,101思想政治理论,65,204英语二,78,302数学二,114,408计算机学科专业基础综合,106,298,363
103581210010891,225软件学院,085400电子信息,101思想政治理论,70,204英语二,72,302数学二,105,408计算机学科专业基础综合,104,281,351
103581210011647,225软件学院,085400电子信息,101思想政治理论,76,204英语二,86,302数学二,94,408计算机学科专业基础综合,98,278,354
103581210008351,225软件学院,085400电子信息,101思想政治理论,73,204英语二,82,302数学二,112,408计算机学科专业基础综合,120,314,387
103581210011196,225软件学院,085400电子信息,101思想政治理论,76,204英语二,65,302数学二,137,408计算机学科专业基础综合,128,330,406
103581210009647,225软件学院,085400电子信息,101思想政治理论,64,204英语二,61,302数学二,119,408计算机学科专业基础综合,120,300,364
103581210009901,225软件学院,085400电子信息,101思想政治理论,67,204英语二,73,302数学二,134,408计算机学科专业基础综合,112,319,386
103581210008202,225软件学院,085400电子信息,101思想政治理论,69,204英语二,66,302数学二,131,408计算机学科专业基础综合,124,321,390
103581210011855,225软件学院,085400电子信息,101思想政治理论,66,204英语二,81,302数学二,142,408计算机学科专业基础综合,119,342,408
103581210010652,225软件学院,085400电子信息,101思想政治理论,66,204英语二,71,302数学二,142,408计算机学科专业基础综合,123,336,402
103581210010808,225软件学院,085400电子信息,101思想政治理论,71,204英语二,56,302数学二,125,408计算机学科专业基础综合,109,290,361
103581210000514,215计算机科学与技术学院,085400电子信息,101思想政治理论,60,201英语一,71,301数学一,103,408计算机学科专业基础综合,111,285,345
103581210009624,225软件学院,085400电子信息,101思想政治理论,69,204英语二,78,302数学二,105,408计算机学科专业基础综合,102,285,354
103581210010636,225软件学院,085400电子信息,101思想政治理论,67,204英语二,69,302数学二,140,408计算机学科专业基础综合,120,329,396
103581210010772,225软件学院,085400电子信息,101思想政治理论,71,204英语二,73,302数学二,134,408计算机学科专业基础综合,106,313,384
103581210009817,225软件学院,085400电子信息,101思想政治理论,67,204英语二,67,302数学二,111,408计算机学科专业基础综合,105,283,350
103581210011721,225软件学院,085400电子信息,101思想政治理论,62,204英语二,62,302数学二,113,408计算机学科专业基础综合,116,291,353
103581210009894,225软件学院,085400电子信息,101思想政治理论,67,204英语二,72,302数学二,149,408计算机学科专业基础综合,114,335,402
103581210011041,225软件学院,085400电子信息,101思想政治理论,70,204英语二,71,302数学二,133,408计算机学科专业基础综合,108,312,382
103581210010540,225软件学院,085400电子信息,101思想政治理论,75,204英语二,77,302数学二,147,408计算机学科专业基础综合,126,350,425
103581210009142,225软件学院,085400电子信息,101思想政治理论,77,204英语二,84,302数学二,135,408计算机学科专业基础综合,117,336,413
103581210010751,225软件学院,085400电子信息,101思想政治理论,82,204英语二,85,302数学二,124,408计算机学科专业基础综合,111,320,402
103581210009393,225软件学院,085400电子信息,101思想政治理论,76,204英语二,84,302数学二,145,408计算机学科专业基础综合,130,359,435
103581210008888,225软件学院,085400电子信息,101思想政治理论,71,204英语二,89,302数学二,113,408计算机学科专业基础综合,123,325,396
103581210011944,168研究生院科学岛分院,085400电子信息,101思想政治理论,78,204英语二,78,302数学二,128,408计算机学科专业基础综合,96,302,380
103581210009325,225软件学院,085400电子信息,101思想政治理论,74,204英语二,74,302数学二,132,408计算机学科专业基础综合,96,302,376
103581210009337,225软件学院,085400电子信息,101思想政治理论,77,204英语二,82,302数学二,121,408计算机学科专业基础综合,119,322,399
103581210011183,225软件学院,085400电子信息,101思想政治理论,76,204英语二,72,302数学二,128,408计算机学科专业基础综合,125,325,401
103581210011325,225软件学院,085400电子信息,101思想政治理论,71,204英语二,74,302数学二,115,408计算机学科专业基础综合,108,297,368
103581210012281,225软件学院,085400电子信息,101思想政治理论,70,204英语二,79,302数学二,147,408计算机学科专业基础综合,126,352,422
103581210010733,225软件学院,085400电子信息,101思想政治理论,73,204英语二,60,302数学二,124,408计算机学科专业基础综合,96,280,353
103581210008207,225软件学院,085400电子信息,101思想政治理论,72,204英语二,68,302数学二,104,408计算机学科专业基础综合,120,292,364
103581210011399,225软件学院,085400电子信息,101思想政治理论,65,204英语二,66,302数学二,98,408计算机学科专业基础综合,99,263,328
103581210008578,225软件学院,085400电子信息,101思想政治理论,69,204英语二,75,302数学二,120,408计算机学科专业基础综合,120,315,384
103581210012004,225软件学院,085400电子信息,101思想政治理论,65,204英语二,69,302数学二,137,408计算机学科专业基础综合,111,317,382
000000000000000,225软件学院,085400电子信息,101思想政治理论,0,204英语二,0,302数学二,0,408计算机学科专业基础综合,0,0,0
103581210000483,215计算机科学与技术学院,081200计算机科学与技术,101思想政治理论,69,201英语一,72,301数学一,120,408计算机学科专业基础综合,117,309,378
103581210010747,225软件学院,085400电子信息,101思想政治理论,78,204英语二,73,302数学二,129,408计算机学科专业基础综合,113,315,393
103581210011513,225软件学院,085400电子信息,101思想政治理论,64,204英语二,77,302数学二,136,408计算机学科专业基础综合,109,322,386
103581210009262,225软件学院,085400电子信息,101思想政治理论,80,204英语二,79,302数学二,149,408计算机学科专业基础综合,131,359,439
103581210010084,225软件学院,085400电子信息,101思想政治理论,79,204英语二,80,302数学二,140,408计算机学科专业基础综合,119,339,418
103581210010870,225软件学院,085400电子信息,101思想政治理论,74,204英语二,70,302数学二,112,408计算机学科专业基础综合,115,297,371
103581210008150,225软件学院,085400电子信息,101思想政治理论,71,204英语二,84,302数学二,127,408计算机学科专业基础综合,134,345,416
103581210009087,225软件学院,085400电子信息,101思想政治理论,76,204英语二,67,302数学二,130,408计算机学科专业基础综合,110,307,383
103581210009110,225软件学院,085400电子信息,101思想政治理论,64,204英语二,79,302数学二,133,408计算机学科专业基础综合,97,309,373
103581210010913,225软件学院,085400电子信息,101思想政治理论,79,204英语二,82,302数学二,136,408计算机学科专业基础综合,126,344,423
103581210009744,225软件学院,085400电子信息,101思想政治理论,69,204英语二,69,302数学二,144,408计算机学科专业基础综合,102,315,384
103581210010749,225软件学院,085400电子信息,101思想政治理论,70,204英语二,76,302数学二,124,408计算机学科专业基础综合,97,297,367
103581210009395,225软件学院,085400电子信息,101思想政治理论,69,204英语二,79,302数学二,146,408计算机学科专业基础综合,127,352,421
103581210011506,225软件学院,085400电子信息,101思想政治理论,71,204英语二,71,302数学二,129,408计算机学科专业基础综合,103,303,374
103581210011791,225软件学院,085400电子信息,101思想政治理论,63,204英语二,79,302数学二,117,408计算机学科专业基础综合,101,297,360
103581210008823,225软件学院,085400电子信息,101思想政治理论,78,204英语二,79,302数学二,122,408计算机学科专业基础综合,98,299,377
103581210010289,225软件学院,085400电子信息,101思想政治理论,74,204英语二,86,302数学二,131,408计算机学科专业基础综合,117,334,408
103581210011758,225软件学院,085400电子信息,101思想政治理论,81,204英语二,76,302数学二,133,408计算机学科专业基础综合,112,321,402
103581210009165,225软件学院,085400电子信息,101思想政治理论,63,204英语二,79,302数学二,148,408计算机学科专业基础综合,113,340,403
103581210010976,225软件学院,085400电子信息,101思想政治理论,79,204英语二,81,302数学二,138,408计算机学科专业基础综合,106,325,404
103581210011075,225软件学院,085400电子信息,101思想政治理论,62,204英语二,60,302数学二,110,408计算机学科专业基础综合,109,279,341
103581210012101,225软件学院,085400电子信息,101思想政治理论,69,204英语二,77,302数学二,138,408计算机学科专业基础综合,119,334,403
103581210009690,225软件学院,085400电子信息,101思想政治理论,79,204英语二,87,302数学二,132,408计算机学科专业基础综合,132,351,430
103581210010397,225软件学院,085400电子信息,101思想政治理论,72,204英语二,72,302数学二,134,408计算机学科专业基础综合,104,310,382
103581210011517,225软件学院,085400电子信息,101思想政治理论,81,204英语二,68,302数学二,117,408计算机学科专业基础综合,115,300,381
103581210008429,225软件学院,085400电子信息,101思想政治理论,73,204英语二,73,302数学二,116,408计算机学科专业基础综合,107,296,369
103581210009907,225软件学院,085400电子信息,101思想政治理论,79,204英语二,80,302数学二,133,408计算机学科专业基础综合,118,331,410
103581210010794,225软件学院,085400电子信息,101思想政治理论,68,204英语二,66,302数学二,121,408计算机学科专业基础综合,137,324,392
103581210011016,225软件学院,085400电子信息,101思想政治理论,72,204英语二,62,302数学二,142,408计算机学科专业基础综合,117,321,393
103581210010588,225软件学院,085400电子信息,101思想政治理论,77,204英语二,75,302数学二,122,408计算机学科专业基础综合,106,303,380
103581210012165,225软件学院,085400电子信息,101思想政治理论,73,204英语二,74,302数学二,122,408计算机学科专业基础综合,112,308,381
103581210009024,225软件学院,085400电子信息,101思想政治理论,64,204英语二,81,302数学二,122,408计算机学科专业基础综合,106,309,373
103581210008958,225软件学院,085400电子信息,101思想政治理论,73,204英语二,72,302数学二,133,408计算机学科专业基础综合,113,318,391
103581210012188,225软件学院,085400电子信息,101思想政治理论,74,204英语二,80,302数学二,137,408计算机学科专业基础综合,132,349,423
103581210011468,225软件学院,085400电子信息,101思想政治理论,69,204英语二,60,302数学二,130,408计算机学科专业基础综合,122,312,381
103581210009835,225软件学院,085400电子信息,101思想政治理论,69,204英语二,67,302数学二,135,408计算机学科专业基础综合,110,312,381
103581210010200,225软件学院,085400电子信息,101思想政治理论,78,204英语二,82,302数学二,134,408计算机学科专业基础综合,134,350,428
103581210012155,225软件学院,085400电子信息,101思想政治理论,71,204英语二,73,302数学二,129,408计算机学科专业基础综合,116,318,389
103581210009971,225软件学院,085400电子信息,101思想政治理论,73,204英语二,83,302数学二,145,408计算机学科专业基础综合,110,338,411
103581210010001,225软件学院,085400电子信息,101思想政治理论,77,204英语二,63,302数学二,143,408计算机学科专业基础综合,109,315,392
103581210012143,225软件学院,085400电子信息,101思想政治理论,78,204英语二,73,302数学二,135,408计算机学科专业基础综合,109,317,395
103581210012080,225软件学院,085400电子信息,101思想政治理论,79,204英语二,75,302数学二,140,408计算机学科专业基础综合,111,326,405
103581210008465,225软件学院,085400电子信息,101思想政治理论,84,204英语二,88,302数学二,127,408计算机学科专业基础综合,125,340,424
103581210011801,225软件学院,085400电子信息,101思想政治理论,67,204英语二,71,302数学二,120,408计算机学科专业基础综合,102,293,360
103581210009906,225软件学院,085400电子信息,101思想政治理论,79,204英语二,52,302数学二,129,408计算机学科专业基础综合,122,303,382
103581210011762,225软件学院,085400电子信息,101思想政治理论,70,204英语二,69,302数学二,133,408计算机学科专业基础综合,100,302,372
103581210011661,225软件学院,085400电子信息,101思想政治理论,71,204英语二,81,302数学二,123,408计算机学科专业基础综合,124,328,399
103581210011361,225软件学院,085400电子信息,101思想政治理论,73,204英语二,77,302数学二,119,408计算机学科专业基础综合,116,312,385
103581210011045,225软件学院,085400电子信息,101思想政治理论,75,204英语二,70,302数学二,139,408计算机学科专业基础综合,130,339,414
103581210010789,225软件学院,085400电子信息,101思想政治理论,60,204英语二,66,302数学二,133,408计算机学科专业基础综合,124,323,383
103581210011030,225软件学院,085400电子信息,101思想政治理论,66,204英语二,65,302数学二,135,408计算机学科专业基础综合,90,290,356
103581210010510,225软件学院,085400电子信息,101思想政治理论,74,204英语二,75,302数学二,147,408计算机学科专业基础综合,130,352,426
103581210012113,225软件学院,085400电子信息,101思想政治理论,80,204英语二,87,302数学二,128,408计算机学科专业基础综合,116,331,411
103581210011108,225软件学院,085400电子信息,101思想政治理论,73,204英语二,71,302数学二,135,408计算机学科专业基础综合,117,323,396
